# ts	v	v_base	v_vis	v_occ	v_lkg	cap_visible	cap_occl	final
1858.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1858.868	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1858.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1858.969	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.016	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.269	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.317	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.372	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.421	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.471	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.571	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.671	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.721	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.818	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1859.871	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1859.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.020	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.222	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.269	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.370	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.421	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.467	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1860.566	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.622	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1860.972	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.022	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.121	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.171	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.221	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.271	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.368	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.419	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.522	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.571	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.621	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1861.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.822	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.872	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1861.972	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.021	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.122	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.371	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.421	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.518	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.567	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.671	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.722	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1862.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.922	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1862.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.022	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.271	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.367	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.417	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.472	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.568	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1863.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.722	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1863.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.021	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.122	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.168	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.221	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.271	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.371	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.422	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.521	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.571	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.622	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.767	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1864.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.871	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1864.971	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.022	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.122	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.268	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.371	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.421	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.469	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.519	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.571	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.671	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.721	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.872	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1865.923	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1865.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.018	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.065	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.122	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.371	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.421	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.471	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.568	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.617	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1866.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.922	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1866.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.019	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.121	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.172	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.221	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.271	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.322	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.367	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.417	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.472	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.522	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.572	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.621	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.769	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1867.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.871	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1867.971	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.021	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.069	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.122	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.171	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.222	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.370	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.418	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.522	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1868.569	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.672	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.722	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.821	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.872	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1868.972	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.019	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.268	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.371	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.419	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.468	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.571	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.671	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1869.722	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.871	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1869.972	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.019	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.072	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.122	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.171	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.218	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.271	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.371	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.421	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.521	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.569	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.617	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.669	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.722	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1870.868	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1870.971	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.018	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.068	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.118	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.171	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.222	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.372	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.418	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.521	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.569	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1871.622	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.672	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.722	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.822	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.872	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1871.972	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.021	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.221	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.371	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.421	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.472	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.569	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.621	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.672	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.721	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1872.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.818	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1872.971	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.022	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.071	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.122	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.171	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.221	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.272	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.372	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.422	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.471	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.521	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.572	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.621	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.771	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.871	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1873.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1873.967	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.022	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.071	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.122	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.172	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.221	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.322	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.372	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.421	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.471	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.522	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.570	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.618	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1874.671	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.721	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.822	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.871	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.921	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1874.971	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.022	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.072	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.121	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.171	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.222	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.271	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.321	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.372	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.422	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.469	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.518	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.571	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.618	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.672	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.722	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.771	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1875.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1875.972	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.021	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.073	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.122	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.172	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.222	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.272	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.321	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.372	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.421	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.472	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.521	-0.000	-0.000	70.000	70.000	70.000	-0.000	70.000	2.240
1876.569	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.621	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.671	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.721	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.772	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.821	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.872	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
1876.921	0.000	0.000	70.000	70.000	70.000	0.000	70.000	2.240
