# ts	v	v_base	v_vis	v_occ	v_lkg	cap_visible	cap_occl	final
1527.914	0.004	0.004	7.952	11.081	7.952	0.004	11.081	2.240
1527.965	0.004	0.004	7.952	11.089	7.952	0.004	11.089	2.240
1528.015	0.004	0.004	7.952	11.097	7.952	0.004	11.097	2.240
1528.064	0.004	0.004	7.952	11.105	7.952	0.004	11.105	2.240
1528.115	0.004	0.004	7.952	11.113	7.952	0.004	11.113	2.240
1528.165	0.004	0.004	7.952	11.121	7.952	0.004	11.121	2.240
1528.215	0.004	0.004	7.952	11.129	7.952	0.004	11.129	2.240
1528.265	0.004	0.004	7.952	11.136	7.952	0.004	11.136	2.240
1528.315	0.004	0.004	7.952	11.144	7.952	0.004	11.144	2.240
1528.363	0.004	0.004	7.952	11.168	7.952	0.004	11.168	2.240
1528.415	0.004	0.004	7.952	11.176	7.952	0.004	11.176	2.240
1528.462	0.004	0.004	7.952	11.189	7.952	0.004	11.189	2.240
1528.514	0.004	0.004	7.952	11.198	7.952	0.004	11.198	2.240
1528.566	0.004	0.004	7.952	11.204	7.952	0.004	11.204	2.240
1528.612	0.004	0.004	7.952	11.212	7.952	0.004	11.212	2.240
1528.664	0.004	0.004	7.952	11.220	7.952	0.004	11.220	2.240
1528.714	0.004	0.004	7.952	11.229	7.952	0.004	11.229	2.240
1528.765	0.004	0.004	7.952	11.235	7.952	0.004	11.235	2.240
1528.815	0.004	0.004	7.952	11.243	7.952	0.004	11.243	2.240
1528.865	0.004	0.004	7.952	11.251	7.952	0.004	11.251	2.240
1528.914	0.004	0.004	7.952	11.258	7.952	0.004	11.258	2.240
1528.964	0.004	0.004	7.952	11.266	7.952	0.004	11.266	2.240
1529.015	0.004	0.004	7.952	11.274	7.952	0.004	11.274	2.240
1529.065	0.003	0.003	7.952	11.282	7.952	0.003	11.282	2.240
1529.115	0.002	0.002	7.952	11.292	7.952	0.002	11.292	2.240
1529.165	0.002	0.002	7.952	11.298	7.952	0.002	11.298	2.240
1529.215	0.001	0.001	7.952	11.307	7.952	0.001	11.307	2.240
1529.266	-0.000	0.000	7.952	11.314	7.952	0.000	11.314	2.240
1529.315	-0.001	0.000	7.952	11.322	7.952	0.000	11.322	2.240
1529.365	-0.001	0.000	7.952	11.330	7.952	0.000	11.330	2.240
1529.412	-0.000	0.000	7.952	11.337	7.952	0.000	11.337	2.240
1529.465	-0.000	0.000	7.952	11.345	7.952	0.000	11.345	2.240
1529.514	-0.000	0.000	7.952	11.352	7.952	0.000	11.352	2.240
1529.565	0.000	0.000	7.952	11.360	7.952	0.000	11.360	2.240
1529.615	0.000	0.000	7.952	11.367	7.952	0.000	11.367	2.240
1529.665	0.000	0.000	7.952	11.375	7.952	0.000	11.375	2.240
1529.716	0.000	0.000	7.952	11.384	7.952	0.000	11.384	2.240
1529.762	0.000	0.000	7.952	11.395	7.952	0.000	11.395	2.240
1529.815	0.000	0.000	7.952	11.404	7.952	0.000	11.404	2.240
1529.865	-0.000	0.000	7.952	11.411	7.952	0.000	11.411	2.240
1529.914	-0.000	0.000	7.952	11.418	7.952	0.000	11.418	2.240
1529.964	-0.000	0.000	7.952	11.426	7.952	0.000	11.426	2.240
1530.015	-0.000	0.000	7.952	11.434	7.952	0.000	11.434	2.240
1530.066	-0.000	0.000	7.952	11.442	7.952	0.000	11.442	2.240
1530.116	-0.000	0.000	7.952	11.450	7.952	0.000	11.450	2.240
1530.165	0.000	0.000	7.952	11.458	7.952	0.000	11.458	2.240
1530.215	0.000	0.000	7.952	11.466	7.952	0.000	11.466	2.240
1530.265	0.000	0.000	7.952	11.475	7.952	0.000	11.475	2.240
1530.313	0.000	0.000	7.952	11.482	7.952	0.000	11.482	2.240
1530.366	0.000	0.000	7.952	11.491	7.952	0.000	11.491	2.240
1530.414	0.000	0.000	7.952	11.499	7.952	0.000	11.499	2.240
1530.465	-0.000	0.000	7.952	11.507	7.952	0.000	11.507	2.240
1530.515	-0.000	0.000	7.952	11.515	7.952	0.000	11.515	2.240
1530.565	-0.000	0.000	7.952	11.523	7.952	0.000	11.523	2.240
1530.615	-0.000	0.000	7.952	11.531	7.952	0.000	11.531	2.240
1530.665	-0.000	0.000	7.952	11.539	7.952	0.000	11.539	2.240
1530.712	-0.000	0.000	7.952	11.547	7.952	0.000	11.547	2.240
1530.764	0.000	0.000	7.952	11.557	7.952	0.000	11.557	2.240
1530.815	0.000	0.000	7.952	11.565	7.952	0.000	11.565	2.240
1530.865	0.000	0.000	7.952	11.573	7.952	0.000	11.573	2.240
1530.915	0.000	0.000	7.952	11.581	7.952	0.000	11.581	2.240
1530.965	0.000	0.000	7.952	11.590	7.952	0.000	11.590	2.240
1531.015	0.000	0.000	7.952	11.598	7.952	0.000	11.598	2.240
1531.065	-0.000	0.000	7.952	11.606	7.952	0.000	11.606	2.240
1531.115	-0.000	0.000	7.952	11.613	7.952	0.000	11.613	2.240
1531.165	-0.000	0.000	7.952	11.621	7.952	0.000	11.621	2.240
1531.215	-0.000	0.000	7.952	11.629	7.952	0.000	11.629	2.240
1531.265	-0.000	0.000	7.952	11.637	7.952	0.000	11.637	2.240
1531.315	-0.000	0.000	7.952	11.645	7.952	0.000	11.645	2.240
1531.365	0.000	0.000	7.952	11.653	7.952	0.000	11.653	2.240
1531.415	0.000	0.000	7.952	11.662	7.952	0.000	11.662	2.240
1531.465	0.000	0.000	7.952	11.669	7.952	0.000	11.669	2.240
1531.515	0.000	0.000	7.952	11.677	7.952	0.000	11.677	2.240
1531.565	0.000	0.000	7.952	11.686	7.952	0.000	11.686	2.240
1531.615	0.000	0.000	7.952	11.693	7.952	0.000	11.693	2.240
1531.664	-0.000	0.000	7.952	11.701	7.952	0.000	11.701	2.240
1531.715	-0.000	0.000	7.952	11.710	7.952	0.000	11.710	2.240
1531.765	-0.000	0.000	7.952	11.718	7.952	0.000	11.718	2.240
1531.815	-0.000	0.000	7.952	11.727	7.952	0.000	11.727	2.240
1531.865	-0.000	0.000	7.952	11.734	7.952	0.000	11.734	2.240
1531.914	-0.000	0.000	7.952	11.742	7.952	0.000	11.742	2.240
1531.965	0.000	0.000	7.952	11.750	7.952	0.000	11.750	2.240
1532.015	0.000	0.000	7.952	11.758	7.952	0.000	11.758	2.240
1532.065	0.000	0.000	7.952	11.767	7.952	0.000	11.767	2.240
1532.116	0.000	0.000	7.952	11.775	7.952	0.000	11.775	2.240
1532.165	0.000	0.000	7.952	11.784	7.952	0.000	11.784	2.240
1532.215	0.000	0.000	7.952	11.793	7.952	0.000	11.793	2.240
1532.265	-0.000	0.000	7.952	11.800	7.952	0.000	11.800	2.240
1532.315	-0.000	0.000	7.952	11.808	7.952	0.000	11.808	2.240
1532.365	-0.000	0.000	7.952	11.817	7.952	0.000	11.817	2.240
1532.415	-0.000	0.000	7.952	11.825	7.952	0.000	11.825	2.240
1532.466	-0.000	0.000	7.952	11.834	7.952	0.000	11.834	2.240
1532.515	-0.000	0.000	7.952	11.841	7.952	0.000	11.841	2.240
1532.566	0.000	0.000	7.952	11.851	7.952	0.000	11.851	2.240
1532.615	0.000	0.000	7.952	11.858	7.952	0.000	11.858	2.240
1532.665	0.000	0.000	7.952	11.867	7.952	0.000	11.867	2.240
1532.715	0.000	0.000	7.952	11.876	7.952	0.000	11.876	2.240
1532.766	0.000	0.000	7.952	11.886	7.952	0.000	11.886	2.240
1532.816	0.000	0.000	7.952	11.895	7.952	0.000	11.895	2.240
1532.866	0.000	0.000	7.952	11.902	7.952	0.000	11.902	2.240
1532.915	-0.000	0.000	7.952	11.910	7.952	0.000	11.910	2.240
1532.965	-0.000	0.000	7.952	11.918	7.952	0.000	11.918	2.240
1533.013	-0.000	0.000	7.952	11.927	7.952	0.000	11.927	2.240
1533.065	-0.000	0.000	7.952	11.937	7.952	0.000	11.937	2.240
1533.115	-0.000	0.000	7.952	11.947	7.952	0.000	11.947	2.240
1533.165	-0.000	0.000	7.952	11.954	7.952	0.000	11.954	2.240
1533.215	0.000	0.000	7.952	11.962	7.952	0.000	11.962	2.240
1533.265	0.000	0.000	7.952	11.973	7.952	0.000	11.973	2.240
1533.315	0.000	0.000	7.952	11.982	7.952	0.000	11.982	2.240
1533.365	0.000	0.000	7.952	11.991	7.952	0.000	11.991	2.240
1533.415	0.000	0.000	7.952	12.000	7.952	0.000	12.000	2.240
1533.466	0.000	0.000	7.952	12.009	7.952	0.000	12.009	2.240
1533.515	-0.000	0.000	7.952	12.018	7.952	0.000	12.018	2.240
1533.562	-0.000	0.000	7.952	12.026	7.952	0.000	12.026	2.240
1533.616	-0.000	0.000	7.952	12.035	7.952	0.000	12.035	2.240
1533.665	-0.000	0.000	7.952	12.043	7.952	0.000	12.043	2.240
1533.715	-0.000	0.000	7.952	12.052	7.952	0.000	12.052	2.240
1533.765	-0.000	0.000	7.952	12.060	7.952	0.000	12.060	2.240
1533.815	0.000	0.000	7.952	12.069	7.952	0.000	12.069	2.240
1533.865	0.000	0.000	7.952	12.077	7.952	0.000	12.077	2.240
1533.915	0.000	0.000	7.952	12.086	7.952	0.000	12.086	2.240
1533.965	0.000	0.000	7.952	12.095	7.952	0.000	12.095	2.240
1534.012	0.000	0.000	7.952	12.103	7.952	0.000	12.103	2.240
1534.065	0.000	0.000	7.952	12.112	7.952	0.000	12.112	2.240
1534.115	-0.000	0.000	7.952	12.120	7.952	0.000	12.120	2.240
1534.165	-0.000	0.000	7.952	12.129	7.952	0.000	12.129	2.240
1534.215	-0.000	0.000	7.952	12.137	7.952	0.000	12.137	2.240
1534.265	-0.000	0.000	7.952	12.146	7.952	0.000	12.146	2.240
1534.313	-0.000	0.000	7.952	12.154	7.952	0.000	12.154	2.240
1534.365	-0.000	0.000	7.952	12.162	7.952	0.000	12.162	2.240
1534.415	0.000	0.000	7.952	12.174	7.952	0.000	12.174	2.240
1534.466	0.000	0.000	7.952	12.187	7.952	0.000	12.187	2.240
1534.514	0.000	0.000	7.952	12.198	7.952	0.000	12.198	2.240
1534.560	0.000	0.000	7.952	12.212	7.952	0.000	12.212	2.240
1534.615	0.000	0.000	7.952	12.222	7.952	0.000	12.222	2.240
1534.665	0.000	0.000	7.952	12.232	7.952	0.000	12.232	2.240
1534.715	-0.000	0.000	7.952	12.240	7.952	0.000	12.240	2.240
1534.765	-0.000	0.000	7.952	12.250	7.952	0.000	12.250	2.240
1534.815	-0.000	0.000	7.952	12.258	7.952	0.000	12.258	2.240
1534.865	-0.000	0.000	7.952	12.268	7.952	0.000	12.268	2.240
1534.915	-0.000	0.000	7.952	12.275	7.952	0.000	12.275	2.240
1534.965	-0.000	0.000	7.952	12.283	7.952	0.000	12.283	2.240
1535.015	0.000	0.000	7.952	12.292	7.952	0.000	12.292	2.240
1535.065	0.000	0.000	7.952	12.301	7.952	0.000	12.301	2.240
1535.115	0.000	0.000	7.952	12.309	7.952	0.000	12.309	2.240
1535.165	0.000	0.000	7.952	12.318	7.952	0.000	12.318	2.240
1535.215	0.000	0.000	7.952	12.327	7.952	0.000	12.327	2.240
1535.263	0.000	0.000	7.952	12.339	7.952	0.000	12.339	2.240
1535.315	-0.000	0.000	7.952	12.348	7.952	0.000	12.348	2.240
1535.362	-0.000	0.000	7.952	12.356	7.952	0.000	12.356	2.240
1535.415	-0.000	0.000	7.952	12.367	7.952	0.000	12.367	2.240
1535.462	-0.000	0.000	7.952	12.373	7.952	0.000	12.373	2.240
1535.515	-0.000	0.000	7.952	12.383	7.952	0.000	12.383	2.240
1535.565	-0.000	0.000	7.952	12.391	7.952	0.000	12.391	2.240
1535.616	0.000	0.000	7.952	12.400	7.952	0.000	12.400	2.240
1535.665	0.000	0.000	7.952	12.408	7.952	0.000	12.408	2.240
1535.715	0.000	0.000	7.952	12.417	7.952	0.000	12.417	2.240
1535.765	0.000	0.000	7.952	12.426	7.952	0.000	12.426	2.240
1535.815	0.000	0.000	7.952	12.435	7.952	0.000	12.435	2.240
1535.860	0.000	0.000	7.952	12.445	7.952	0.000	12.445	2.240
1535.915	-0.000	0.000	7.952	12.455	7.952	0.000	12.455	2.240
1535.964	-0.000	0.000	7.952	12.464	7.952	0.000	12.464	2.240
1536.015	-0.000	0.000	7.952	12.473	7.952	0.000	12.473	2.240
1536.065	-0.000	0.000	7.952	12.482	7.952	0.000	12.482	2.240
1536.115	-0.000	0.000	7.952	12.491	7.952	0.000	12.491	2.240
1536.164	-0.000	0.000	7.952	12.499	7.952	0.000	12.499	2.240
1536.213	0.000	0.000	7.952	12.508	7.952	0.000	12.508	2.240
1536.265	0.000	0.000	7.952	12.516	7.952	0.000	12.516	2.240
1536.315	0.000	0.000	7.952	12.525	7.952	0.000	12.525	2.240
1536.365	0.000	0.000	7.952	12.534	7.952	0.000	12.534	2.240
1536.415	0.000	0.000	7.952	12.544	7.952	0.000	12.544	2.240
1536.465	0.000	0.000	7.952	12.553	7.952	0.000	12.553	2.240
1536.515	0.000	0.000	7.952	12.562	7.952	0.000	12.562	2.240
1536.566	-0.000	0.000	7.952	12.572	7.952	0.000	12.572	2.240
1536.616	-0.000	0.000	7.952	12.583	7.952	0.000	12.583	2.240
1536.665	-0.000	0.000	7.952	12.594	7.952	0.000	12.594	2.240
1536.711	-0.000	0.000	7.952	12.603	7.952	0.000	12.603	2.240
1536.766	-0.000	0.000	7.952	12.612	7.952	0.000	12.612	2.240
1536.815	-0.000	0.000	7.952	12.621	7.952	0.000	12.621	2.240
1536.865	0.000	0.000	7.952	12.630	7.952	0.000	12.630	2.240
1536.914	0.000	0.000	7.952	12.638	7.952	0.000	12.638	2.240
1536.965	0.000	0.000	7.952	12.647	7.952	0.000	12.647	2.240
1537.015	0.000	0.000	7.952	12.656	7.952	0.000	12.656	2.240
1537.065	0.000	0.000	7.952	12.665	7.952	0.000	12.665	2.240
1537.115	-0.000	0.000	7.952	12.679	7.952	0.000	12.679	2.240
1537.165	-0.000	0.000	7.952	12.688	7.952	0.000	12.688	2.240
1537.218	-0.000	0.000	7.952	12.696	7.952	0.000	12.696	2.240
1537.265	-0.000	0.000	7.952	12.706	7.952	0.000	12.706	2.240
1537.315	-0.000	0.000	7.952	12.715	7.952	0.000	12.715	2.240
1537.365	-0.000	0.000	7.952	12.723	7.952	0.000	12.723	2.240
1537.415	0.000	0.000	7.952	12.734	7.952	0.000	12.734	2.240
1537.463	0.000	0.000	7.952	12.740	7.952	0.000	12.740	2.240
1537.516	0.000	0.000	7.952	12.749	7.952	0.000	12.749	2.240
1537.565	0.000	0.000	7.952	12.760	7.952	0.000	12.760	2.240
1537.613	0.000	0.000	7.952	12.767	7.952	0.000	12.767	2.240
1537.661	0.000	0.000	7.952	12.776	7.952	0.000	12.776	2.240
1537.715	0.000	0.000	7.952	12.784	7.952	0.000	12.784	2.240
1537.765	-0.000	0.000	7.952	12.794	7.952	0.000	12.794	2.240
1537.809	-0.000	0.000	7.952	12.802	7.952	0.000	12.802	2.240
1537.866	-0.000	0.000	7.952	12.811	7.952	0.000	12.811	2.240
1537.915	-0.000	0.000	7.952	12.820	7.952	0.000	12.820	2.240
1537.965	-0.000	0.000	7.952	12.829	7.952	0.000	12.829	2.240
1538.012	-0.000	0.000	7.952	12.838	7.952	0.000	12.838	2.240
1538.065	0.000	0.000	7.952	12.847	7.952	0.000	12.847	2.240
1538.115	0.000	0.000	7.952	12.856	7.952	0.000	12.856	2.240
1538.165	0.000	0.000	7.952	12.864	7.952	0.000	12.864	2.240
1538.215	0.000	0.000	7.952	12.874	7.952	0.000	12.874	2.240
1538.265	0.000	0.000	7.952	12.883	7.952	0.000	12.883	2.240
1538.315	0.000	0.000	7.952	12.892	7.952	0.000	12.892	2.240
1538.365	-0.000	0.000	7.952	12.903	7.952	0.000	12.903	2.240
1538.415	-0.000	0.000	7.952	12.910	7.952	0.000	12.910	2.240
1538.465	-0.000	0.000	7.952	12.919	7.952	0.000	12.919	2.240
1538.520	-0.000	0.000	7.952	12.929	7.952	0.000	12.929	2.240
1538.565	-0.000	0.000	7.952	12.939	7.952	0.000	12.939	2.240
1538.615	-0.000	0.000	7.952	12.946	7.952	0.000	12.946	2.240
1538.662	0.000	0.000	7.952	12.955	7.952	0.000	12.955	2.240
1538.712	0.000	0.000	7.952	12.964	7.952	0.000	12.964	2.240
1538.765	0.000	0.000	7.952	12.973	7.952	0.000	12.973	2.240
1538.815	0.000	0.000	7.952	12.982	7.952	0.000	12.982	2.240
1538.865	0.000	0.000	7.952	12.992	7.952	0.000	12.992	2.240
1538.915	0.000	0.000	7.952	13.001	7.952	0.000	13.001	2.240
1538.961	-0.000	0.000	7.952	13.010	7.952	0.000	13.010	2.240
1539.016	-0.000	0.000	7.952	13.019	7.952	0.000	13.019	2.240
1539.065	-0.000	0.000	7.952	13.028	7.952	0.000	13.028	2.240
1539.115	-0.000	0.000	7.952	13.038	7.952	0.000	13.038	2.240
1539.163	-0.000	0.000	7.952	13.046	7.952	0.000	13.046	2.240
1539.215	-0.000	0.000	7.952	13.056	7.952	0.000	13.056	2.240
1539.265	0.000	0.000	7.952	13.065	7.952	0.000	13.065	2.240
1539.316	0.000	0.000	7.952	13.074	7.952	0.000	13.074	2.240
1539.365	0.000	0.000	7.952	13.083	7.952	0.000	13.083	2.240
1539.415	0.000	0.000	7.952	13.092	7.952	0.000	13.092	2.240
1539.465	0.000	0.000	7.952	13.101	7.952	0.000	13.101	2.240
1539.515	0.000	0.000	7.952	13.110	7.952	0.000	13.110	2.240
1539.566	-0.000	0.000	7.952	13.120	7.952	0.000	13.120	2.240
1539.615	-0.000	0.000	7.952	13.129	7.952	0.000	13.129	2.240
1539.665	-0.000	0.000	7.952	13.138	7.952	0.000	13.138	2.240
1539.715	-0.000	0.000	7.952	13.148	7.952	0.000	13.148	2.240
1539.766	-0.000	0.000	7.952	13.157	7.952	0.000	13.157	2.240
1539.815	-0.000	0.000	7.952	13.166	7.952	0.000	13.166	2.240
1539.865	0.000	0.000	7.952	13.175	7.952	0.000	13.175	2.240
1539.915	0.000	0.000	7.952	13.184	7.952	0.000	13.184	2.240
1539.965	0.000	0.000	7.952	13.193	7.952	0.000	13.193	2.240
1540.016	0.000	0.000	7.952	13.203	7.952	0.000	13.203	2.240
1540.065	0.000	0.000	7.952	13.212	7.952	0.000	13.212	2.240
1540.116	0.000	0.000	7.952	13.222	7.952	0.000	13.222	2.240
1540.166	-0.000	0.000	7.952	13.231	7.952	0.000	13.231	2.240
1540.215	-0.000	0.000	7.952	13.242	7.952	0.000	13.242	2.240
1540.265	-0.000	0.000	7.952	13.250	7.952	0.000	13.250	2.240
1540.315	-0.000	0.000	7.952	13.259	7.952	0.000	13.259	2.240
1540.365	-0.000	0.000	7.952	13.268	7.952	0.000	13.268	2.240
1540.413	-0.000	0.000	7.952	13.276	7.952	0.000	13.276	2.240
1540.463	0.000	0.000	7.952	13.286	7.952	0.000	13.286	2.240
1540.515	0.000	0.000	7.952	13.295	7.952	0.000	13.295	2.240
1540.561	0.000	0.000	7.952	13.304	7.952	0.000	13.304	2.240
1540.617	0.000	0.000	7.952	13.313	7.952	0.000	13.313	2.240
1540.665	0.000	0.000	7.952	13.322	7.952	0.000	13.322	2.240
1540.715	0.000	0.000	7.952	13.332	7.952	0.000	13.332	2.240
1540.762	-0.000	-0.000	7.952	13.344	7.952	-0.000	13.344	2.240
1540.816	-0.000	-0.000	7.952	13.354	7.952	-0.000	13.354	2.240
1540.865	-0.000	-0.000	7.952	13.364	7.952	-0.000	13.364	2.240
1540.915	-0.000	-0.000	7.952	13.373	7.952	-0.000	13.373	2.240
1540.965	-0.000	-0.000	7.952	13.382	7.952	-0.000	13.382	2.240
1541.012	-0.000	-0.000	7.952	13.391	7.952	-0.000	13.391	2.240
1541.065	0.000	0.000	7.952	13.401	7.952	0.000	13.401	2.240
1541.111	0.000	0.000	7.952	13.411	7.952	0.000	13.411	2.240
1541.162	0.000	0.000	7.952	13.420	7.952	0.000	13.420	2.240
1541.216	0.000	0.000	7.952	13.430	7.952	0.000	13.430	2.240
1541.265	0.000	0.000	7.952	13.438	7.952	0.000	13.438	2.240
1541.315	0.000	0.000	7.952	13.448	7.952	0.000	13.448	2.240
1541.365	-0.000	-0.000	7.952	13.457	7.952	-0.000	13.457	2.240
1541.415	-0.000	-0.000	7.952	13.467	7.952	-0.000	13.467	2.240
1541.465	-0.000	-0.000	7.952	13.476	7.952	-0.000	13.476	2.240
1541.516	-0.000	-0.000	7.952	13.485	7.952	-0.000	13.485	2.240
1541.566	-0.000	-0.000	7.952	13.495	7.952	-0.000	13.495	2.240
1541.616	-0.000	-0.000	7.952	13.504	7.952	-0.000	13.504	2.240
1541.665	0.000	0.000	7.952	13.514	7.952	0.000	13.514	2.240
1541.715	0.000	0.000	7.952	13.522	7.952	0.000	13.522	2.240
1541.765	0.000	0.000	7.952	13.532	7.952	0.000	13.532	2.240
1541.815	0.000	0.000	7.952	13.542	7.952	0.000	13.542	2.240
1541.867	0.000	0.000	7.952	13.551	7.952	0.000	13.551	2.240
1541.916	0.000	0.000	7.952	13.560	7.952	0.000	13.560	2.240
1541.962	0.000	0.000	7.952	13.570	7.952	0.000	13.570	2.240
1542.014	-0.000	-0.000	7.952	13.579	7.952	-0.000	13.579	2.240
1542.066	-0.000	-0.000	7.952	13.589	7.952	-0.000	13.589	2.240
1542.115	-0.000	-0.000	7.952	13.598	7.952	-0.000	13.598	2.240
1542.165	-0.000	-0.000	7.952	13.608	7.952	-0.000	13.608	2.240
1542.217	-0.000	-0.000	7.952	13.617	7.952	-0.000	13.617	2.240
1542.265	-0.000	-0.000	7.952	13.626	7.952	-0.000	13.626	2.240
1542.315	0.000	0.000	7.952	13.636	7.952	0.000	13.636	2.240
1542.363	0.000	0.000	7.952	13.645	7.952	0.000	13.645	2.240
1542.415	0.000	0.000	7.952	13.656	7.952	0.000	13.656	2.240
1542.465	0.000	0.000	7.952	13.665	7.952	0.000	13.665	2.240
1542.515	0.000	0.000	7.952	13.674	7.952	0.000	13.674	2.240
1542.565	-0.000	-0.000	7.952	13.684	7.952	-0.000	13.684	2.240
1542.616	-0.000	-0.000	7.952	13.692	7.952	-0.000	13.692	2.240
1542.665	-0.000	-0.000	7.952	13.702	7.952	-0.000	13.702	2.240
1542.715	-0.000	-0.000	7.952	13.711	7.952	-0.000	13.711	2.240
1542.765	-0.000	-0.000	7.952	13.721	7.952	-0.000	13.721	2.240
1542.815	-0.000	-0.000	7.952	13.730	7.952	-0.000	13.730	2.240
1542.862	-0.000	-0.000	7.952	13.740	7.952	-0.000	13.740	2.240
1542.912	0.000	0.000	7.952	13.750	7.952	0.000	13.750	2.240
1542.965	0.000	0.000	7.952	13.759	7.952	0.000	13.759	2.240
1543.016	0.000	0.000	7.952	13.769	7.952	0.000	13.769	2.240
1543.065	0.000	0.000	7.952	13.779	7.952	0.000	13.779	2.240
1543.115	0.000	0.000	7.952	13.789	7.952	0.000	13.789	2.240
1543.165	0.000	0.000	7.952	13.798	7.952	0.000	13.798	2.240
1543.215	-0.000	-0.000	7.952	13.808	7.952	-0.000	13.808	2.240
1543.265	-0.000	-0.000	7.952	13.817	7.952	-0.000	13.817	2.240
1543.315	-0.000	-0.000	7.952	13.826	7.952	-0.000	13.826	2.240
1543.365	-0.000	-0.000	7.952	13.836	7.952	-0.000	13.836	2.240
1543.415	-0.000	-0.000	7.952	13.846	7.952	-0.000	13.846	2.240
1543.465	-0.000	-0.000	7.952	13.856	7.952	-0.000	13.856	2.240
1543.515	0.000	0.000	7.952	13.866	7.952	0.000	13.866	2.240
1543.566	0.000	0.000	7.952	13.875	7.952	0.000	13.875	2.240
1543.612	0.000	0.000	7.952	13.884	7.952	0.000	13.884	2.240
1543.665	0.000	0.000	7.952	13.895	7.952	0.000	13.895	2.240
1543.715	0.000	0.000	7.952	13.904	7.952	0.000	13.904	2.240
1543.765	0.000	0.000	7.952	13.914	7.952	0.000	13.914	2.240
1543.819	-0.000	-0.000	7.952	13.923	7.952	-0.000	13.923	2.240
1543.865	-0.000	-0.000	7.952	13.933	7.952	-0.000	13.933	2.240
1543.915	-0.000	-0.000	7.952	13.943	7.952	-0.000	13.943	2.240
1543.965	-0.000	-0.000	7.952	13.953	7.952	-0.000	13.953	2.240
1544.015	-0.000	-0.000	7.952	13.963	7.952	-0.000	13.963	2.240
1544.065	-0.000	-0.000	7.952	13.973	7.952	-0.000	13.973	2.240
1544.115	0.000	0.000	7.952	13.983	7.952	0.000	13.983	2.240
1544.165	0.000	0.000	7.952	13.994	7.952	0.000	13.994	2.240
1544.216	0.000	0.000	7.952	14.003	7.952	0.000	14.003	2.240
1544.265	0.000	0.000	7.952	14.014	7.952	0.000	14.014	2.240
1544.315	0.000	0.000	7.952	14.023	7.952	0.000	14.023	2.240
1544.365	0.000	0.000	7.952	14.033	7.952	0.000	14.033	2.240
1544.415	-0.000	-0.000	7.952	14.043	7.952	-0.000	14.043	2.240
1544.465	-0.000	-0.000	7.952	14.055	7.952	-0.000	14.055	2.240
1544.515	-0.000	-0.000	7.952	14.064	7.952	-0.000	14.064	2.240
1544.560	-0.000	-0.000	7.952	14.074	7.952	-0.000	14.074	2.240
1544.617	-0.000	-0.000	7.952	14.084	7.952	-0.000	14.084	2.240
1544.665	-0.000	-0.000	7.952	14.094	7.952	-0.000	14.094	2.240
1544.715	0.000	0.000	7.952	14.104	7.952	0.000	14.104	2.240
1544.765	0.000	0.000	7.952	14.114	7.952	0.000	14.114	2.240
1544.815	0.000	0.000	7.952	14.123	7.952	0.000	14.123	2.240
1544.866	0.000	0.000	7.952	14.133	7.952	0.000	14.133	2.240
1544.915	0.000	0.000	7.952	14.142	7.952	0.000	14.142	2.240
1544.965	0.000	0.000	7.952	14.153	7.952	0.000	14.153	2.240
1545.016	-0.000	-0.000	7.952	14.163	7.952	-0.000	14.163	2.240
1545.066	-0.000	-0.000	7.952	14.172	7.952	-0.000	14.172	2.240
1545.116	-0.000	-0.000	7.952	14.183	7.952	-0.000	14.183	2.240
1545.164	-0.000	-0.000	7.952	14.193	7.952	-0.000	14.193	2.240
1545.216	-0.000	-0.000	7.952	14.205	7.952	-0.000	14.205	2.240
1545.265	-0.000	-0.000	7.952	14.216	7.952	-0.000	14.216	2.240
1545.316	0.000	0.000	7.952	14.227	7.952	0.000	14.227	2.240
1545.366	0.000	0.000	7.952	14.237	7.952	0.000	14.237	2.240
1545.416	0.000	0.000	7.952	14.247	7.952	0.000	14.247	2.240
1545.466	0.000	0.000	7.952	14.258	7.952	0.000	14.258	2.240
1545.516	0.000	0.000	7.952	14.268	7.952	0.000	14.268	2.240
1545.565	0.000	0.000	7.952	14.277	7.952	0.000	14.277	2.240
1545.616	-0.000	-0.000	7.952	14.287	7.952	-0.000	14.287	2.240
1545.665	-0.000	-0.000	7.952	14.297	7.952	-0.000	14.297	2.240
1545.718	-0.000	-0.000	7.952	14.308	7.952	-0.000	14.308	2.240
1545.766	-0.000	-0.000	7.952	14.318	7.952	-0.000	14.318	2.240
1545.817	-0.000	-0.000	7.952	14.330	7.952	-0.000	14.330	2.240
1545.866	-0.000	-0.000	7.952	14.339	7.952	-0.000	14.339	2.240
1545.913	0.000	0.000	7.952	14.349	7.952	0.000	14.349	2.240
1545.965	0.000	0.000	7.952	14.360	7.952	0.000	14.360	2.240
1546.011	0.000	0.000	7.952	14.375	7.952	0.000	14.375	2.240
1546.065	0.000	0.000	7.952	14.385	7.952	0.000	14.385	2.240
1546.115	0.000	0.000	7.952	14.395	7.952	0.000	14.395	2.240
1546.165	0.000	0.000	7.952	14.406	7.952	0.000	14.406	2.240
1546.215	0.000	0.000	7.952	14.420	7.952	0.000	14.420	2.240
1546.265	-0.000	-0.000	7.952	14.430	7.952	-0.000	14.430	2.240
1546.315	-0.000	-0.000	7.952	14.441	7.952	-0.000	14.441	2.240
